"","borough","year","leader","clerk","control","seats.labour","seats.other","seats.tory","seats.libdem","plabour","clabour"
"1343","Redbridge",1986,"JA Ramsden","GU Price","Conservative",17,0,45,1,0.26984126984127,0
"1344","Redbridge",1987,"JA Ramsden","GU Price","Conservative",17,0,45,1,0.26984126984127,0
"1345","Redbridge",1988,"John Lovell","GU Price","Conservative",17,0,45,1,0.26984126984127,0
"1346","Redbridge",1989,"John Lovell","GU Price","Conservative",17,0,45,1,0.26984126984127,0
"1347","Redbridge",1990,"John Lovell","GU Price","Conservative",18,0,42,3,0.285714285714286,0
"1348","Redbridge",1991,"Ronnie Barden","GU Price","Conservative",18,0,42,3,0.285714285714286,0
"1349","Redbridge",1992,"Ronnie Barden","GU Price","Conservative",18,0,42,3,0.285714285714286,0
"1350","Redbridge",1993,"Ronnie Barden","Michael Frater","Conservative",17,2,41,3,0.26984126984127,0
"1351","Redbridge",1994,"Liz Pearce","Michael Frater","No Overall ControlLabour minority",29,0,24,9,0.467741935483871,0
"1352","Redbridge",1995,"Liz Pearce","Michael Frater","No Overall ControlLabour minority",29,0,24,9,0.467741935483871,0
"1353","Redbridge",1996,"Liz Pearce","Michael Frater","No Overall ControlLabour minority",29,0,23,9,0.475409836065574,0
"1354","Redbridge",1997,"Liz PearceGroup Leaders: 
Liz Pearce (LAB)
Keith Axon (CON)
Maureen Hoskins (LIB DEM) ","Michael Frater","No Overall ControlLabour minority",29,0,24,9,0.467741935483871,0
"1355","Redbridge",1998,"Liz PearceGroup Leaders: 
Liz Pearce (LAB)
Keith Axon (CON)
Maureen Hoskins (LIB DEM) ","Michael Frater","No Overall Control",30,0,23,9,0.483870967741935,0
"1356","Redbridge",1999,"Keith AxonGroup Leaders: 
Keith Axon (CON)
Mohammed Javed (LAB)
Richard Hoskins (LIB DEM) ","Michael Frater","No Overall Control",28,0,24,9,0.459016393442623,0
"1357","Redbridge",2000,"Mohammed Javed","Roger Hampson","No Overall Control",27,1,24,9,0.442622950819672,0
"1358","Redbridge",2001,"Mohammed Javed","Roger Hampson","No Overall Control",28,2,23,9,0.451612903225806,0
"1359","Redbridge",2002,"Keith Axon","Roger Hampson","Conservative",21,0,33,9,0.333333333333333,0
"1360","Redbridge",2003,"Allan Burgess","Roger Hampson","Conservative",20,0,34,9,0.317460317460317,0
"1361","Redbridge",2004,"Elaine Norman","Roger Hampson","Conservative",20,0,34,9,0.317460317460317,0
"1362","Redbridge",2005,"Laurence Davies","Roger Hampson","Conservative",20,0,33,9,0.32258064516129,0
"1363","Redbridge",2006,"Alan Weinberg","Roger Hampson","Conservative",19,0,34,9,0.306451612903226,0
"1364","Redbridge",2007,"Alan Weinberg","Roger Hampson","Conservative",18,0,34,10,0.290322580645161,0
"1365","Redbridge",2008,"Alan Weinberg","Roger Hampson","Conservative",18,1,33,10,0.290322580645161,0
"1366","Redbridge",2009,"Keith Prince","Roger Hampson","No Overall ControlMinority Conservative administration",17,4,30,11,0.274193548387097,0
"1367","Redbridge",2010,"Keith Prince","Roger Hampson","No Overall ControlConservative / Lib Dem partnership",26,0,30,7,0.412698412698413,0
"1368","Redbridge",2011,"Keith Prince","Roger Hampson","No Overall ControlConservative / Lib Dem partnership",26,1,29,7,0.412698412698413,0
"1369","Redbridge",2012,"Keith Prince","Roger Hampson","No Overall ControlConservative / Lib Dem partnership",25,2,29,7,0.396825396825397,0
"1370","Redbridge",2013,"Keith Prince","Roger Hampson","No Overall ControlConservative / Lib Dem partnership",25,2,29,7,0.396825396825397,0
"1371","Redbridge",2014,"Jas Athwal","Roger Hampson","Labour",35,0,25,3,0.555555555555556,1
"1372","Redbridge",2015,"Jas Athwal","Roger Hampson","Labour",36,0,24,3,0.571428571428571,1
"1373","Redbridge",2016,"Jas Athwal","Andy Donald","Labour",36,0,24,3,0.571428571428571,1
"1374","Redbridge",2017,"Jas Athwal","Andy Donald","Labour",36,0,24,3,0.571428571428571,1
"1375","Redbridge",2018,"Jas Athwal","Andy Donald","Labour",51,0,12,0,0.80952380952381,1
"1376","Richmond upon Thames",1964,"H Hall","WH Jones","Conservative",12,1,41,0,0.222222222222222,0
"1377","Richmond upon Thames",1965,"H Hall","WH Jones","Conservative",12,1,41,0,0.222222222222222,0
"1378","Richmond upon Thames",1966,"H Hall","WH Jones","Conservative",12,1,41,0,0.222222222222222,0
"1379","Richmond upon Thames",1967,"H Hall","WH Jones","Conservative",12,1,41,0,0.222222222222222,0
"1380","Richmond upon Thames",1968,"H Hall","WH Jones","Conservative",0,1,54,0,0,0
"1381","Richmond upon Thames",1969,"H Hall","WH Jones","Conservative",0,1,54,0,0,0
"1382","Richmond upon Thames",1970,"H Hall","A Goode","Conservative",0,1,54,0,0,0
"1383","Richmond upon Thames",1971,"H Hall","A Goode","Conservative",14,0,37,3,0.259259259259259,0
"1384","Richmond upon Thames",1972,"H Hall","A Goode","Conservative",14,0,37,3,0.259259259259259,0
"1385","Richmond upon Thames",1973,"H Hall","A Goode","Conservative",14,0,37,3,0.259259259259259,0
"1386","Richmond upon Thames",1974,"H Hall","A Goode","Conservative",8,0,36,10,0.148148148148148,0
"1387","Richmond upon Thames",1975,"H Hall","A Goode","Conservative",8,0,36,10,0.148148148148148,0
"1388","Richmond upon Thames",1976,"H Hall","A Goode","Conservative",8,0,36,10,0.148148148148148,0
"1389","Richmond upon Thames",1977,"H Hall","A Goode","Conservative",8,0,36,10,0.148148148148148,0
"1390","Richmond upon Thames",1978,"JK Barker","A Goode","Conservative",0,0,34,18,0,0
"1391","Richmond upon Thames",1979,"JK Barker","A Goode","Conservative",0,0,34,18,0,0
"1392","Richmond upon Thames",1980,"KJ Morell","MJ Honey","Conservative",0,0,34,18,0,0
"1393","Richmond upon Thames",1981,"KJ Morell","MJ Honey","Conservative",0,0,34,18,0,0
"1394","Richmond upon Thames",1982,"KJ Morell","MJ Honey","No Overall Control",0,0,26,26,0,0
"1395","Richmond upon Thames",1983,"David Williams","MJ Honey","No Overall Control",0,0,26,26,0,0
"1396","Richmond upon Thames",1984,"David Williams","MJ Honey","No Overall Control",0,0,26,26,0,0
"1397","Richmond upon Thames",1985,"David Williams","MJ Honey","No Overall Control",0,0,26,26,0,0
"1398","Richmond upon Thames",1986,"David Williams","MJ Honey","Liberal Democrat",0,0,3,49,0,0
"1399","Richmond upon Thames",1987,"David Williams","MJ Honey","Liberal Democrat",0,0,3,49,0,0
"1400","Richmond upon Thames",1988,"David Williams","Richard Harbord","Liberal Democrat",0,0,3,49,0,0
"1401","Richmond upon Thames",1989,"David Williams","Richard Harbord","Liberal Democrat",0,0,3,49,0,0
"1402","Richmond upon Thames",1990,"David Williams","Richard Harbord","Liberal Democrat",0,0,4,48,0,0
"1403","Richmond upon Thames",1991,"David Williams","Richard Harbord","Liberal Democrat",0,0,4,48,0,0
"1404","Richmond upon Thames",1992,"David Williams","Richard Harbord","Liberal Democrat",0,0,4,48,0,0
"1405","Richmond upon Thames",1993,"David Williams","Richard Harbord","Liberal Democrat",0,0,3,49,0,0
"1406","Richmond upon Thames",1994,"David Williams","Richard Harbord","Liberal Democrat",2,0,7,43,0.0384615384615385,0
"1407","Richmond upon Thames",1995,"David Williams","Richard Harbord","Liberal Democrat",2,0,7,43,0.0384615384615385,0
"1408","Richmond upon Thames",1996,"David Williams","Richard Harbord","Liberal Democrat",2,0,6,44,0.0384615384615385,0
"1409","Richmond upon Thames",1997,"David Williams","Richard Harbord","Liberal Democrat",2,0,7,43,0.0384615384615385,0
"1410","Richmond upon Thames",1998,"David Williams","Richard Harbord","Liberal Democrat",4,0,14,34,0.0769230769230769,0
"1411","Richmond upon Thames",1999,"David Williams","Gillian Norton","Liberal Democrat",4,0,14,34,0.0769230769230769,0
"1412","Richmond upon Thames",2000,"David Williams","Gillian Norton","Liberal Democrat",4,0,14,34,0.0769230769230769,0
"1413","Richmond upon Thames",2001,"Serge Lourie","Gillian Norton","Liberal Democrat",4,0,14,34,0.0769230769230769,0
"1414","Richmond upon Thames",2002,"Tony Arbour","Gillian Norton","Conservative",0,0,39,15,0,0
"1415","Richmond upon Thames",2003,"Tony Arbour","Gillian Norton","Conservative",0,1,37,16,0,0
"1416","Richmond upon Thames",2004,"Tony Arbour","Gillian Norton","Conservative",0,0,38,16,0,0
"1417","Richmond upon Thames",2005,"Tony Arbour","Gillian Norton","Conservative",0,1,34,19,0,0
"1418","Richmond upon Thames",2006,"Serge Lourie","Gillian Norton","Liberal Democrat",0,0,18,36,0,0
"1419","Richmond upon Thames",2007,"Serge Lourie","Gillian Norton","Liberal Democrat",0,0,18,36,0,0
"1420","Richmond upon Thames",2008,"Serge Lourie","Gillian Norton","Liberal Democrat",0,1,18,35,0,0
"1421","Richmond upon Thames",2009,"Serge Lourie","Gillian Norton","Liberal Democrat",0,1,18,35,0,0
"1422","Richmond upon Thames",2010,"Nicholas True","Gillian Norton","Conservative",0,0,30,24,0,0
"1423","Richmond upon Thames",2011,"Nicholas True","Gillian Norton","Conservative",0,0,30,24,0,0
"1424","Richmond upon Thames",2012,"Nicholas True","Gillian Norton","Conservative",0,0,30,24,0,0
"1425","Richmond upon Thames",2013,"Nicholas True","Gillian Norton","Conservative",0,0,30,24,0,0
"1426","Richmond upon Thames",2014,"Nicholas True","Gillian Norton","Conservative",0,0,39,15,0,0
"1427","Richmond upon Thames",2015,"Nicholas True","Gillian Norton","Conservative",0,0,38,16,0,0
"1428","Richmond upon Thames",2016,"Nicholas True","Paul Martin","Conservative",0,0,38,16,0,0
"1429","Richmond upon Thames",2017,"Paul Hodgins","Paul Martin","Conservative",1,0,38,15,0.0185185185185185,0
"1430","Richmond upon Thames",2018,"Gareth Roberts","Paul Martin","Liberal Democrat",0,4,11,39,0,0
"1431","Southwark",1964,"Ronald William Brown","F Dixon Ward","Labour",54,0,6,0,0.9,1
"1432","Southwark",1965,"AJ Kemp","F Dixon Ward","Labour",54,0,6,0,0.9,1
"1433","Southwark",1966,"AJ Kemp","F Dixon Ward","Labour",54,0,6,0,0.9,1
"1434","Southwark",1967,"AJ Kemp","F Dixon Ward","Labour",54,0,6,0,0.9,1
"1435","Southwark",1968,"John O'Grady","F Dixon Ward","Labour",33,0,27,0,0.55,1
"1436","Southwark",1969,"John O'Grady","EJ Pitt","Labour",33,0,27,0,0.55,1
"1437","Southwark",1970,"John O'Grady","ST Evans","Labour",33,0,27,0,0.55,1
"1438","Southwark",1971,"John O'Grady","ST Evans","Labour",58,0,2,0,0.966666666666667,1
"1439","Southwark",1972,"John O'Grady","ST Evans","Labour",58,0,2,0,0.966666666666667,1
"1440","Southwark",1973,"John O'Grady","ST Evans","Labour",58,0,2,0,0.966666666666667,1
"1441","Southwark",1974,"John O'Grady","ST Evans","Labour",56,0,4,0,0.933333333333333,1
"1442","Southwark",1975,"John O'Grady","ST Evans","Labour",56,0,4,0,0.933333333333333,1
"1443","Southwark",1976,"John O'Grady","ST Evans","Labour",56,0,4,0,0.933333333333333,1
"1444","Southwark",1977,"John O'Grady","ST Evans","Labour",56,0,4,0,0.933333333333333,1
"1445","Southwark",1978,"John O'Grady","ST Evans","Labour",56,0,8,0,0.875,1
"1446","Southwark",1979,"John O'Grady","ST Evans","Labour",56,0,8,0,0.875,1
"1447","Southwark",1980,"John O'Grady","ST Evans","Labour",56,0,8,0,0.875,1
"1448","Southwark",1981,"John O'Grady","AG Corless","Labour",56,0,8,0,0.875,1
"1449","Southwark",1982,"Alan Davis","AG Corless","Labour",53,3,8,0,0.828125,1
"1450","Southwark",1983,"Alan Davis","AG Corless","Labour",53,3,8,0,0.828125,1
"1451","Southwark",1984,"Tony Ritchie","JB Parker","Labour",53,3,8,0,0.828125,1
"1452","Southwark",1985,"Tony Ritchie","Anna Whyatt","Labour",53,3,8,0,0.828125,1
"1453","Southwark",1986,"Annie Matthews","Anna Whyatt","Labour",43,0,6,15,0.671875,1
"1454","Southwark",1987,"Annie Matthews","Anna Whyatt","Labour",43,0,6,15,0.671875,1
"1455","Southwark",1988,"Annie Matthews","Anna Whyatt","Labour",43,0,6,15,0.671875,1
"1456","Southwark",1989,"Annie Matthews","Anna Whyatt","Labour",43,0,6,15,0.671875,1
"1457","Southwark",1990,"Sally Keeble","Anna Whyatt","Labour",37,0,6,21,0.578125,1
"1458","Southwark",1991,"Sally Keeble","Anna Whyatt","Labour",37,0,6,21,0.578125,1
"1459","Southwark",1992,"Sally Keeble","Anna Whyatt","Labour",37,0,6,21,0.578125,1
"1460","Southwark",1993,"Jeremy Fraser","Anna Whyatt","Labour",35,1,6,22,0.546875,1
"1461","Southwark",1994,"Jeremy Fraser","Bob CoomberActing","Labour",34,0,3,27,0.53125,1
"1462","Southwark",1995,"Jeremy Fraser","Bob Coomber","Labour",35,2,3,24,0.546875,1
"1463","Southwark",1996,"Jeremy Fraser","Bob Coomber","Labour",34,2,3,25,0.53125,1
"1464","Southwark",1997,"Niall Duffy","Bob Coomber","Labour",35,2,3,24,0.546875,1
"1465","Southwark",1998,"Niall Duffy","Bob Coomber","Labour",33,0,4,27,0.515625,1
"1466","Southwark",1999,"Niall Duffy","Bob Coomber","No Overall Control",32,1,4,27,0.5,0
"1467","Southwark",2000,"Stephanie Elsy","Bob Coomber","No Overall Control",32,1,4,27,0.5,0
"1468","Southwark",2001,"Stephanie Elsy","Bob Coomber","No Overall Control",31,2,4,27,0.484375,0
"1469","Southwark",2002,"Nick Stanton","Bob Coomber","No Overall Control",28,0,5,30,0.444444444444444,0
"1470","Southwark",2003,"Nick Stanton","Bob Coomber","No Overall Control",28,0,6,29,0.444444444444444,0
"1471","Southwark",2004,"Nick Stanton","Bob Coomber","No Overall Control",28,0,6,29,0.444444444444444,0
"1472","Southwark",2005,"Nick Stanton","Annie Shepperd","No Overall Control",26,2,6,29,0.412698412698413,0
"1473","Southwark",2006,"Nick Stanton","Annie Shepperd","No Overall ControlCoalition of Lib Dems and Conservatives",28,1,6,28,0.444444444444444,0
"1474","Southwark",2007,"Nick Stanton","Annie Shepperd","No Overall ControlCoalition of Lib Dems and Conservatives",29,1,6,27,0.46031746031746,0
"1475","Southwark",2008,"Nick Stanton","Annie Shepperd","No Overall ControlCoalition of Lib Dems and Conservatives",29,1,6,27,0.46031746031746,0
"1476","Southwark",2009,"Nick Stanton","Annie Shepperd","No Overall ControlCoalition of Lib Dems and Conservatives",29,1,6,27,0.46031746031746,0
"1477","Southwark",2010,"Peter John","Annie Shepperd","Labour",35,0,3,25,0.555555555555556,1
"1478","Southwark",2011,"Peter John","Annie Shepperd","Labour",34,1,3,25,0.53968253968254,1
"1479","Southwark",2012,"Peter John","Eleanor Kelly","Labour",34,1,3,25,0.53968253968254,1
"1480","Southwark",2013,"Peter John","Eleanor Kelly","Labour",34,1,3,25,0.53968253968254,1
"1481","Southwark",2014,"Peter John","Eleanor Kelly","Labour",48,0,2,13,0.761904761904762,1
"1482","Southwark",2015,"Peter John","Eleanor Kelly","Labour",48,0,2,13,0.761904761904762,1
"1483","Southwark",2016,"Peter John","Eleanor Kelly","Labour",48,0,2,13,0.761904761904762,1
"1484","Southwark",2017,"Peter John","Eleanor Kelly","Labour",48,0,2,13,0.761904761904762,1
"1485","Southwark",2018,"Peter John","Eleanor Kelly","Labour",46,0,0,14,0.766666666666667,1
"1486","Sutton",1964,"Godfrey Taylor","TMH Scott","Conservative",17,4,30,0,0.333333333333333,0
"1487","Sutton",1965,"Godfrey Taylor","TMH Scott","Conservative",17,4,30,0,0.333333333333333,0
"1488","Sutton",1966,"Godfrey Taylor","TMH Scott","Conservative",17,4,30,0,0.333333333333333,0
"1489","Sutton",1967,"Godfrey Taylor","TMH Scott","Conservative",17,4,30,0,0.333333333333333,0
"1490","Sutton",1968,"Godfrey Taylor","TMH Scott","Conservative",7,3,41,0,0.137254901960784,0
"1491","Sutton",1969,"Godfrey Taylor","TMH Scott","Conservative",7,3,41,0,0.137254901960784,0
"1492","Sutton",1970,"Godfrey Taylor","TMH Scott","Conservative",7,3,41,0,0.137254901960784,0
"1493","Sutton",1971,"Godfrey Taylor","TMH Scott","Conservative",21,5,25,0,0.411764705882353,0
"1494","Sutton",1972,"Godfrey Taylor","TMH Scott","Conservative",21,5,25,0,0.411764705882353,0
"1495","Sutton",1973,"John Charles Cox","TMH Scott","Conservative",21,5,25,0,0.411764705882353,0
"1496","Sutton",1974,"John Charles Cox","TMH Scott","Conservative",13,4,28,6,0.254901960784314,0
"1497","Sutton",1975,"John Charles Cox","TMH Scott","Conservative",13,4,28,6,0.254901960784314,0
"1498","Sutton",1976,"Robin Squire","TMH Scott","Conservative",13,4,28,6,0.254901960784314,0
"1499","Sutton",1977,"Robin Squire","TMH Scott","Conservative",13,4,28,6,0.254901960784314,0
"1500","Sutton",1978,"Robin Squire","TMH Scott","Conservative",7,0,47,2,0.125,0
"1501","Sutton",1979,"Robin Squire","TMH Scott","Conservative",7,0,47,2,0.125,0
"1502","Sutton",1980,"Dr Trafford","TMH Scott","Conservative",7,0,47,2,0.125,0
"1503","Sutton",1981,"Dr Trafford","Alan Taylor","Conservative",7,0,47,2,0.125,0
"1504","Sutton",1982,"Dr Trafford","Alan Taylor","Conservative",7,0,46,3,0.125,0
"1505","Sutton",1983,"Dr Trafford","Alan Taylor","Conservative",7,0,46,3,0.125,0
"1506","Sutton",1984,"Dr Trafford","Alan Taylor","Conservative",7,0,46,3,0.125,0
"1507","Sutton",1985,"Dr Trafford","Alan Taylor","Conservative",7,0,46,3,0.125,0
"1508","Sutton",1986,"Graham Tope","Alan Taylor","No Overall Control",7,0,21,28,0.125,0
"1509","Sutton",1987,"Graham Tope","Alan Taylor","No Overall Control",7,0,21,28,0.125,0
"1510","Sutton",1988,"Graham Tope","Alan Taylor","No Overall Control",7,0,21,28,0.125,0
"1511","Sutton",1989,"Graham Tope","Alan Taylor","No Overall Control",7,0,21,28,0.125,0
"1512","Sutton",1990,"Graham Tope","Patricia Hughes","Liberal Democrat",6,0,18,32,0.107142857142857,0
"1513","Sutton",1991,"Graham Tope","Patricia Hughes","Liberal Democrat",6,0,18,32,0.107142857142857,0
"1514","Sutton",1992,"Graham Tope","Patricia Hughes","Liberal Democrat",6,0,18,32,0.107142857142857,0
"1515","Sutton",1993,"Graham Tope","Patricia Hughes","Liberal Democrat",6,0,18,32,0.107142857142857,0
"1516","Sutton",1994,"Graham Tope","Patricia Hughes","Liberal Democrat",5,0,4,47,0.0892857142857143,0
"1517","Sutton",1995,"Graham Tope","Patricia Hughes","Liberal Democrat",5,0,4,47,0.0892857142857143,0
"1518","Sutton",1996,"Graham Tope","Patricia Hughes","Liberal Democrat",5,0,4,47,0.0892857142857143,0
"1519","Sutton",1997,"Graham Tope","Patricia Hughes","Liberal Democrat",5,0,4,47,0.0892857142857143,0
"1520","Sutton",1998,"Graham Tope","Patricia Hughes","Liberal Democrat",5,0,5,46,0.0892857142857143,0
"1521","Sutton",1999,"Mike Cooper","Patricia Hughes","Liberal Democrat",5,0,5,46,0.0892857142857143,0
"1522","Sutton",2000,"Mike Cooper","Patricia Hughes","Liberal Democrat",5,0,5,46,0.0892857142857143,0
"1523","Sutton",2001,"Mike Cooper","Joanna Simons","Liberal Democrat",5,0,5,46,0.0892857142857143,0
"1524","Sutton",2002,"Sean Brennan","Joanna Simons","Liberal Democrat",3,0,8,43,0.0555555555555556,0
"1525","Sutton",2003,"Sean Brennan","Joanna Simons","Liberal Democrat",3,0,8,43,0.0555555555555556,0
"1526","Sutton",2004,"Sean Brennan","Joanna Simons","Liberal Democrat",3,0,8,43,0.0555555555555556,0
"1527","Sutton",2005,"Sean Brennan","Paul Martin","Liberal Democrat",3,0,8,43,0.0555555555555556,0
"1528","Sutton",2006,"Sean Brennan","Paul Martin","Liberal Democrat",0,0,22,32,0,0
"1529","Sutton",2007,"Sean Brennan","Paul Martin","Liberal Democrat",0,2,21,31,0,0
"1530","Sutton",2008,"Sean Brennan","Paul Martin","Liberal Democrat",0,2,21,31,0,0
"1531","Sutton",2009,"Sean Brennan","Paul Martin","Liberal Democrat",0,2,20,32,0,0
"1532","Sutton",2010,"Sean Brennan","Ian BirnbaumInterim","Liberal Democrat",0,0,11,43,0,0
"1533","Sutton",2011,"Sean Brennan","Niall Bolger","Liberal Democrat",0,0,11,43,0,0
"1534","Sutton",2012,"Ruth Dombey","Niall Bolger","Liberal Democrat",0,0,11,43,0,0
"1535","Sutton",2013,"Ruth Dombey","Niall Bolger","Liberal Democrat",0,0,11,43,0,0
"1536","Sutton",2014,"Ruth Dombey","Niall Bolger","Liberal Democrat",0,0,9,45,0,0
"1537","Sutton",2015,"Ruth Dombey","Niall Bolger","Liberal Democrat",0,2,8,44,0,0
"1538","Sutton",2016,"Ruth Dombey","Niall Bolger","Liberal Democrat",0,2,8,44,0,0
"1539","Sutton",2017,"Ruth Dombey","Niall Bolger","Liberal Democrat",0,3,8,43,0,0
"1540","Sutton",2018,"Ruth Dombey","Helen Bailey","Liberal Democrat",0,3,18,33,0,0
"1541","Tower Hamlets",1964,"John Orwell","Jack Wolkind","Labour",55,5,0,0,0.916666666666667,1
"1542","Tower Hamlets",1965,"John Orwell","Jack Wolkind","Labour",55,5,0,0,0.916666666666667,1
"1543","Tower Hamlets",1966,"John Orwell","Jack Wolkind","Labour",55,5,0,0,0.916666666666667,1
"1544","Tower Hamlets",1967,"John Orwell","Jack Wolkind","Labour",55,5,0,0,0.916666666666667,1
"1545","Tower Hamlets",1968,"John Orwell","Jack Wolkind","Labour",57,3,0,0,0.95,1
"1546","Tower Hamlets",1969,"John Orwell","Jack Wolkind","Labour",57,3,0,0,0.95,1
"1547","Tower Hamlets",1970,"John Orwell","Jack Wolkind","Labour",57,3,0,0,0.95,1
"1548","Tower Hamlets",1971,"John Orwell","Jack Wolkind","Labour",60,0,0,0,1,1
"1549","Tower Hamlets",1972,"John Orwell","Jack Wolkind","Labour",60,0,0,0,1,1
"1550","Tower Hamlets",1973,"John Orwell","Jack Wolkind","Labour",60,0,0,0,1,1
"1551","Tower Hamlets",1974,"Paul Beasley","Jack Wolkind","Labour",60,0,0,0,1,1
"1552","Tower Hamlets",1975,"Paul Beasley","Jack Wolkind","Labour",60,0,0,0,1,1
"1553","Tower Hamlets",1976,"Paul Beasley","Jack Wolkind","Labour",60,0,0,0,1,1
"1554","Tower Hamlets",1977,"Paul Beasley","Jack Wolkind","Labour",60,0,0,0,1,1
"1555","Tower Hamlets",1978,"Paul Beasley","Jack Wolkind","Labour",43,0,0,7,0.86,1
"1556","Tower Hamlets",1979,"Paul Beasley","Jack Wolkind","Labour",43,0,0,7,0.86,1
"1557","Tower Hamlets",1980,"Paul Beasley","Jack Wolkind","Labour",43,0,0,7,0.86,1
"1558","Tower Hamlets",1981,"Paul Beasley","Jack Wolkind","Labour",43,0,0,7,0.86,1
"1559","Tower Hamlets",1982,"Paul Beasley","Jack Wolkind","Labour",31,1,0,18,0.62,1
"1560","Tower Hamlets",1983,"Paul Beasley","Jack Wolkind","Labour",31,1,0,18,0.62,1
"1561","Tower Hamlets",1984,"John Riley","Jack Wolkind","Labour",31,1,0,18,0.62,1
"1562","Tower Hamlets",1985,"John Riley","Jack Wolkind","Labour",31,1,0,18,0.62,1
"1563","Tower Hamlets",1986,"Eric Flounders","Daniel Regan","Liberal Democrat",24,0,0,26,0.48,0
"1564","Tower Hamlets",1987,"Chris Birt","Alan Tobias & Charles Lea","Liberal Democrat",24,0,0,26,0.48,0
"1565","Tower Hamlets",1988,"Brenda Collins","John McBride","Liberal Democrat",24,0,0,26,0.48,0
"1566","Tower Hamlets",1989,"Brenda Collins","John McBride","Liberal Democrat",24,0,0,26,0.48,0
"1567","Tower Hamlets",1990,"Eric Flounders","Keith Ivory & Tom Herbert","Liberal Democrat",20,1,0,29,0.4,0
"1568","Tower Hamlets",1991,"Peter Hughes","Albert Golding","Liberal Democrat",21,0,0,29,0.42,0
"1569","Tower Hamlets",1992,"Peter Hughes","Albert Golding","Liberal Democrat",21,0,0,29,0.42,0
"1570","Tower Hamlets",1993,"Peter Hughes","Albert Golding","Liberal Democrat",21,0,0,29,0.42,0
"1571","Tower Hamlets",1994,"John Biggs","Sylvia Dean","Labour",43,0,0,7,0.86,1
"1572","Tower Hamlets",1995,"Dennis Twomey","Sylvie Pierce","Labour",43,0,0,7,0.86,1
"1573","Tower Hamlets",1996,"Dennis Twomey","Sylvie Pierce","Labour",43,0,0,7,0.86,1
"1574","Tower Hamlets",1997,"Michael Keith","Sylvie Pierce","Labour",43,0,0,7,0.86,1
"1575","Tower Hamlets",1998,"Julia Mainwaring","Sylvie Pierce","Labour",41,0,0,9,0.82,1
"1576","Tower Hamlets",1999,"Michael Keith","Eleanor Kelly","Labour",41,0,0,9,0.82,1
"1577","Tower Hamlets",2000,"Michael Keith","Christine Gilbert","Labour",41,1,0,8,0.82,1
"1578","Tower Hamlets",2001,"Helal Abbas","Christine Gilbert","Labour",42,1,0,7,0.84,1
"1579","Tower Hamlets",2002,"Helal Abbas","Christine Gilbert","Labour",35,0,0,16,0.686274509803922,1
"1580","Tower Hamlets",2003,"Helal Abbas","Christine Gilbert","Labour",35,0,0,16,0.686274509803922,1
"1581","Tower Hamlets",2004,"Helal Abbas","Christine Gilbert","Labour",33,1,0,16,0.66,1
"1582","Tower Hamlets",2005,"Michael Keith","Christine Gilbert","Labour",31,4,1,15,0.607843137254902,1
"1583","Tower Hamlets",2006,"Denise Jones","Ian Wilson","Labour",26,12,7,6,0.509803921568627,1
"1584","Tower Hamlets",2007,"Denise Jones","Martin Smith","Labour",27,11,7,6,0.529411764705882,1
"1585","Tower Hamlets",2008,"Lutfur Rahman","Martin Smith","Labour",28,10,8,5,0.549019607843137,1
"1586","Tower Hamlets",2009,"Lutfur Rahman","Kevan Collins","Labour",33,6,8,4,0.647058823529412,1
"1587","Tower Hamlets",2010,"Helal Uddin Abbas","Kevan Collins","Labour",41,1,8,1,0.803921568627451,1
"1588","Tower Hamlets",2011,"Lutfur Rahman","Aman Dalvi","Tower Hamlets First",32,11,7,1,0.627450980392157,0
"1589","Tower Hamlets",2012,"Lutfur Rahman","Stephen Halsey","Tower Hamlets First",27,16,7,1,0.529411764705882,0
"1590","Tower Hamlets",2013,"Lutfur Rahman","Stephen Halsey","Tower Hamlets First",27,16,7,1,0.529411764705882,0
"1591","Tower Hamlets",2014,"Lutfur Rahman","Stephen Halsey","Tower Hamlets First",22,18,5,0,0.488888888888889,0
"1592","Tower Hamlets",2015,"John Biggs","Unknown","Labour",23,17,5,0,0.511111111111111,1
"1593","Tower Hamlets",2016,"John Biggs","Will Tuckley","Labour",23,17,5,0,0.511111111111111,1
"1594","Tower Hamlets",2017,"John Biggs","Will Tuckley","Labour",23,16,5,1,0.511111111111111,1
"1595","Tower Hamlets",2018,"John Biggs","Will Tuckley","Labour",42,1,2,0,0.933333333333333,1
"1596","Waltham Forest",1964,"Herbert Palethorpe","Edna A Cann","Labour",36,9,3,0,0.75,1
"1597","Waltham Forest",1965,"Herbert Palethorpe","Edna A Cann","Labour",36,9,3,0,0.75,1
"1598","Waltham Forest",1966,"Herbert Palethorpe","Edna A Cann","Labour",36,9,3,0,0.75,1
"1599","Waltham Forest",1967,"Herbert Palethorpe","Edna A Cann","Labour",36,9,3,0,0.75,1
"1600","Waltham Forest",1968,"Tom Brandon","Edna A Cann","Conservative",4,0,44,0,0.0833333333333333,0
"1601","Waltham Forest",1969,"Tom Brandon","Edna A Cann","Conservative",4,0,44,0,0.0833333333333333,0
"1602","Waltham Forest",1970,"Tom Brandon","Edna A Cann","Conservative",4,0,44,0,0.0833333333333333,0
"1603","Waltham Forest",1971,"Bill Pearmine","Edna A Cann","Labour",39,0,9,0,0.8125,1
"1604","Waltham Forest",1972,"Bill Pearmine","Edna A Cann","Labour",39,0,9,0,0.8125,1
